start	end	text
18.592	21.774	弟兄姊妹平安，我們按照《梅日人經》十一的進度一起來思想。
21.774	24.715	《出埃及記》第23章的20節到最後。
24.715	27.857	首先今天5月9號,今天是母親節。
27.857	39.224	願神賜福每一位辛勞的媽媽,願你們所所做的一切,在家裡面,在兒女身上所做的一切,蒙天上的神親自紀念賜福於你們。
39.804	44.367	所以我們要好好來孝順媽媽,感謝媽媽。
44.367	47.409	我也在這邊特別來尊榮我的母親。
47.409	50.190	我從小是一個體弱多病的孩子。
50.190	54.233	生活的印象中從小就是媽媽帶我在跑大大小小的醫院。
54.233	61.077	我記得有一次生了非常重的病,連那個大醫院的醫生都搖頭說沒救了,他要放棄了。
61.077	63.779	我自己聽了也覺得我大概要死了,我也要放棄了。
64.019	73.382	只有我的母親堅持不放棄,後來她拜託醫生用一個實驗的藥來救我就看看,結果我的性命就存留下來。
73.382	78.203	所以今天還有機會能夠服侍每一位弟兄姊妹,真的要歸功我的母親。
78.203	86.146	我是我們家第一個信主的,我覺得能夠送給媽媽最好的禮物,就是帶領你的媽媽信耶穌。
86.146	104.912	因為媽媽年紀會大,我們自己也會有時候很忙碌,只有上帝知道怎麼樣來帶領我們的媽媽, 帶領他走過他生命的春夏秋冬並且讓媽媽他自己的今生跟他的來生永生都被神賜福照顧。
104.912	109.053	願你的媽媽也可以信耶穌得永生。
109.053	124.800	第二件事情也是非常感恩的今天5月9號也是我們淡江教會國度影音YouTube頻道四週年的生日我們四年前開始做這個頻道是從零開始 四年時間很快的過來。
124.800	127.881	現在大概我們有三萬位的訂閱者。
127.881	132.484	瀏覽的人次也超過了一千萬次。
132.484	136.526	這個對我們的製作團隊是很大的、很興奮的事情。
136.766	137.146	看啊!
164.087	172.232	我差遣使者在你前面,在路上保護你,領你到我所預備的地方去。
172.232	174.114	他是奉我名來的。
174.114	184.561	你們要在他面前謹慎,聽從他的話,不可惹他,因為他必不赦免你們的過犯。
184.561	196.592	你若實在聽從他的話,照著我一切所說的去行, 我就向你的仇敵做仇敵﹐向你的敵人做敵人。
196.592	199.415	我的使者要在你前面行。
199.415	207.902	領你到亞摩利人﹐赫人﹐比利喜人﹐迦南人﹐西魏人﹐耶布斯人那裏去。
207.902	209.244	我必將他們剪除。
211.101	216.167	二十節,看啊,我差遣使者在你前面,做什麼呢?
216.167	223.355	在路上保護你,然後呢,領你可以抵達我所預備的地方去,就是應許之地。
223.355	238.960	二十一節,他是奉我名來的, 你們要在祂面前謹慎,然後聽從祂的話,不可惹祂或是不可違背,就不可違背祂的話,因為祂必不赦免你們的過犯。
238.960	248.809	若違背祂的話,祂就不會赦免你們的過犯,因為你們是已經跟神立過約的,你們不可以違背上帝所頒布的這些誡命。
249.189	269.260	我稍微解釋一下這兩節首先我們在舊約裡面常常會看見使者他有時候指的是神才派來的天使有時候指的是神自己那你要看上下文由於在21節這邊講說祂是奉我名來的 他的希伯來原文的意思是我的名字在他裡面。
269.260	272.744	代表這就是耶和華本人。
272.744	281.694	所以是耶和華在摩西的前面為這個百姓帶路、開路。
281.694	284.197	所以他看得見的記號就是雲柱跟火柱。
285.282	289.885	再來呢這邊也有一個所謂的文字遊戲。
289.885	293.087	文字遊戲並不是一種輕挑的說法。
293.087	297.449	它是在這個文學作品裡面常常會用的一種方式。
297.449	305.214	它用幾個念起來很像的字來提醒你這個是裡面奧妙所在。
305.214	312.918	保護這個字謹慎這個字保護跟謹慎它的字根都是聽從這個字。
312.918	321.524	聽從就是小罵 所以也就是說,你們要聽從神的話,因為你們剛剛在西南山下,跟神已經立約了。
321.524	332.332	所以你們要聽從神所頒布的誡命,聽從神的話,你們自然會得著神的保護,走在神所帶隊的隊伍裡面。
332.332	342.039	如果你不聽話呢,就偏行己路了,你就迷路了,你就得不著神的保護傘了,你就自己遭受仇敵的攻擊。
342.637	345.095	那所以呢,你要怎麼樣才願意聽神的話?
