start	end	text
0.009	1.610	弟兄是很可憐的。
1.610	5.311	我有時候要為弟兄抱屈一下。
5.311	6.291	是抱屈嗎?
6.291	7.432	深淵抱屈,對不對?
7.432	11.493	因為原住民國語不怎麼行,所以有時候糾正我一下。
11.493	14.654	那弟兄很可憐,很辛苦,每天工作八個小時。
14.654	22.037	無論他做什麼,有人可能是比較勞力的工作,有人他可能要動腦筋,或者他可能做各樣的工作。
22.037	24.418	很辛苦、很辛苦、很辛苦。
24.418	26.359	辛苦,然後呢?
26.359	28.400	賺錢,然後回家被嫌。
29.701	30.621	被誰嫌?
30.621	35.943	被太太嫌,這口不好,我這個,嘆氣。
35.943	36.603	你知道嗎?
36.603	40.044	一個男人,其實有時候回到家是很辛苦的。
40.044	45.826	他回去他不知道會面對,打開門是張笑臉還是臭臉。
45.826	48.227	所以男人其實蠻辛苦的。
48.227	51.828	你知道男人,我真的認為男人跟女人就是不一樣。
52.363	55.224	我不是說平等不平等的問題。
55.224	56.965	我覺得它就是不一樣的。
56.965	58.486	男生就是比較有力量。
58.486	60.727	男生就是比較愛ㄍㄧㄥ。
60.727	65.549	比較喜歡裝一個男子漢大丈夫的樣子。
65.549	67.570	明明看到蟑螂有的男生也會怕咬蟑螂。
67.570	68.210	我不怕!
68.210	68.590	我不怕!
68.590	70.431	然後腳一直抖,一直抖。
70.431	71.331	可是女生就會,啊!
71.331	71.772	我好怕!
71.772	72.572	我好怕!
72.572	74.993	女生通常都不會裝,怕死。
74.993	77.934	跑得比蟑螂還壞,不簡單。
77.934	80.235	男生跟女生本來就是不一樣的。
80.235	83.767	所以神要恢復, 男生榮耀的形象。
83.767	93.031	所以我今天在八八節的時候,一方面祝福每一個父親,那我要分享一個信息叫做天父的恢復。
93.031	101.955	如果你可以的話,請你打開你的聖經。
101.955	102.736	腦子有點問題。
106.408	108.229	如果你沒有聖經的話,把手舉起來。
108.229	110.191	我們請同工把聖經發給你。
110.191	111.052	感謝神。
111.052	111.852	感謝神。
111.852	114.394	請你翻到馬拉基書。
114.394	115.896	馬拉基書在哪裡呢?
115.896	119.398	馬拉基書在新約的馬太福音的前面。
119.398	121.220	就是舊約的最後一本書。
121.220	124.102	馬拉基書的第四章,你先翻到那邊。
124.102	126.064	你知道一個男生是很可憐的。
126.064	127.004	賺錢回家被人嫌。
127.910	133.039	然後你知道母親節,母親節大家全世界都在慶祝母親節,對不對?
133.039	140.191	然後大家沸沸揚揚的在這個什麼電視上面看到很多的宣傳,然後很多很多,然後但是呢父親節沒有人理他。
141.015	147.080	最多最多就是什麼非差譜,什麼刮鬍刀。
147.080	152.124	所以爸爸每年就會拿到一個新的刮鬍刀。
152.124	155.867	他可以組在一起,都可以拿去當處掃機。
155.867	159.350	所以今年千萬不要再送這個刮鬍刀了好不好。
159.350	162.773	跟你旁邊的人講,不要再送爸爸刮鬍刀了。
162.773	165.235	不要送他刮鬍刀,很可憐你知道嗎?
165.235	169.058	母親節,這個女人就是不一樣,神創造的女人就是不一樣。
169.360	173.201	母親節大概在5月5號前夕,女人就蠢蠢欲動。
173.201	185.084	老公,這個DM上面講,這個冷氣很厲害,這個鍋子,它不用放油,也不用點火就可以煮菜,騙笑,哪有可能?
185.084	200.834	可是女人在5月5號開始,之前就開始在蠢蠢欲動,一直在發出一個訊息說,母親節快到了,母親節快到了,無論她用什麼方式,有的人是她那段時間特別容易生病, 我不能做家事了。
200.834	203.517	他那段時間特別的沉默。
203.517	205.999	你們都不愛我,你們都不愛我。
205.999	209.562	他的真正的解答就是,5月5號快到了。
209.562	213.465	所以女生會強烈的在那邊說,我在這邊,你們要愛我。
213.465	216.668	但是男生不會,男生很衰,男生要撐住。
216.668	219.951	你每次問爸爸說,要不要過父親節?
219.951	221.672	哎呀,幹嘛用那個?
221.672	225.595	其實每次呢,父親節到的就是今天8月8號11點59分。
227.858	242.665	真正沒有人理他的時候,因為大家照著父親的意思說不要過父親節,11點59分就聽到一個人在抱著枕頭錯氣,他們都不愛我,我這麼辛苦,賺這麼多錢。
242.665	248.528	當然可能我比較誇張,可是真的是有些男性的心聲。
248.528	265.462	他們不是,我覺得不是過不過節,吃不吃飯,或者是做什麼活動是一個重點, 重點是我覺得有沒有可能在父親節,你真正,不只是父親節而已,父親節是一個很好的機會,你去感謝,感恩你的父親,可以嗎?
265.462	266.963	可以嗎?
266.963	273.409	我真的覺得你應該花點時間去看看你的父親,你多久沒有看看他了?
